"","song_id","song_name","artist","lyrics","num_apps","vocab","first_app"
"4082",23030,"SexyBack","Justin Timberlake","I'm bringin' sexy back
Them other boys don't know how to act!
I think it's special what's behind your back
So turn around and I'll pick up the slack!
(Take em' to the bridge!)

Dirty babe
You see these shackles? Baby I'm your slave
I'll let you whip me if I misbehave!
It's just that no one makes me feel this way
(Take em' to the chorus!)

Come here girl!
(Go 'head be gone with it!)
Come to the back
(Go 'head be gone with it!)
VIP!
(Go 'head be gone with it!)
Drinks on me
(Go 'head be gone with it!)
Let me see what ya tworkin' with
(Go 'head be gone with it!)
Look at those hips!
(Go 'head be gone with it!)
You make me smile
(Go 'head be gone with it!)
Come here child!
(Go 'head be gone with it!)

Get your sexy on
(Go 'head be gone with it!)

I'm bringin' sexy back
Them motherfuckers dont' know how to act!
Girl let me make up for the things you lack
'Cause you're burnin' up I gotta get it fast!
(Take em' to the bridge!)

Dirty babe
You see these shackles? Baby i'm your slave
I'll let you whip if I misbehave!
It's just that no one makes me feel this way

(Take em' to the chorus!)

Come here girl!

(Go 'head be gone with it!)

Come to the back

(Go 'head be gone with it!)

VIP!

(Go 'head be gone with it!)

Drinks on me

(Go 'head be gone with it!)

Let me see what ya tworkin' with

(Go 'head be gone with it!)

Look at those hips!

(Go 'head be gone with it!)

You make me smile

(Go 'head be gone with it!)

Come here child!

(Go 'head be gone with it!)

Get your sexy on

(Go 'head be gone with it!) (x8)

You ready?
You ready?
You ready?

Uh (yeah)

I'm bringin' sexy back
You motherfuckers watch how I attack
If that's your girl, better watch your back
'Cause she'll burning up for me, and that's a fact
(Take em' to the chorus!)

Come here girl!
(Go 'head be gone with it!)
Come to the back
(Go 'head be gone with it!)
VIP!
(Go 'head be gone with it!)
Drinks on me
(Go 'head be gone with it!)
Let me see what ya tworkin' with
(Go 'head be gone with it!)
Look at those hips!
(Go 'head be gone with it!)
You make me smile
(Go 'head be gone with it!)
Come here child!
(Go 'head be gone with it!)

Get your sexy on
(Go 'head be gone with it!)

You ready? (Yes)
You ready? (Yes)
Yes",36,98,"2006-07-22"
"4134",23103,"Walk It Out","Unk","Ayyyyyyy

Now walk it out
Now walk it out
Now walk it out
Now walk it out
Now walk it out
Now walk it out
Now walk it out
Now walk it out

[chorus:]
West side walk it out
South side walk it out
East side walk it out
North side walk it out
[repeat]

[verse 1:]
Now hit da dance floor
Now bend your back low
She do it wit no hands
Now stop pop and roll
Im smokin bubba hoe
Now ya'll in trouble hoe
I like da way she move
An undercover hoe
Now everybody leanin
I make da crowd rock
Now gone and walk it out
I see dey on my job
She like dat bubble gum
Is dey da double ment twins
2 hoes choosin me
So i know dat imma win
It's on once again
Patron one again
I threw my head back
Then i froze like da wind
West side walk it out
South side walk it out
East side walk it out
North said walk it out

[chorus]

[verse 2:]
Dey walk it on da east
Dey walk it on da west
South side just got it
And north said snap your necks
In da club
On da goose
Big stacks
No flex
These sucka wanna try me
Tell dem 2 long decks
He walkin wit his ones
Steady smokin on dat fruit
She walkin wit her friends
All in a slow group
O shit there they go
Dey walkin on da flour
Grey goose
Double shots
It will let your body go
My niggas on my side
Hatas hatin think it's funny
Im walkin on these niggas
Now im gettin 2 da money
Froze on dem hoes
I'm not talkin bout dancin
Fool count on da charm
Diamond steady steady hancin

[chorus]

Ok now do it how u do it gone and walk it out
I said do it how u do gone and walk it out
Ok do it how u do it gone and walk it out
I say do it how u do it gone and walk it out

Walk
Walk
Walk
Now walk it out
Walk
Walk
Walk
Now walk it out
Walk
Walk
Walk
Now walk it out
I said do it how u do it gone and walk it out",36,141,"2006-09-23"
"4263",23305,"Who Knew","Pink","You took my hand
You showed me how
You promised me you'd be around
Uh huh
That's right
I took your words
And I believed
In everything
You said to me
Yeah huh
That's right

If someone said three years from now
You'd be long gone
I'd stand up and punch them out
Cause they're all wrong
I know better
Cause you said forever
And ever
Who knew

Remember when we were such fools
And so convinced and just too cool
Oh no
No no
I wish I could touch you again
I wish I could still call you friend
I'd give anything

When someone said count your blessings now
'Fore they're long gone
I guess I just didn't know how
I was all wrong
They knew better
Still you said forever
And ever
Who knew

Yeah yeah
I'll keep you locked in my head
Until we meet again
Until we
Until we meet again
And I won't forget you my friend
What happened?

If someone said three years from now
You'd be long gone
I'd stand up and punch them out
Cause they're all wrong and
That last kiss
I'll cherish
Until we meet again 
And time makes
It harder
I wish I could remember
But I keep 
Your memory
You visit me in my sleep
My darling
Who knew
My darling
My darling
Who knew
My darling
I miss you
My darling
Who knew
Who knew",36,102,"2007-04-07"
"4394",23500,"Our Song","Taylor Swift","I was ridin' shotgun
with my hair undone
in the front seat of his car

He's got a one hand feel
on the steering wheel
the other on my heart
I look around turn the radio down
he says ""baby, is something wrong?""

I say nothin'
I was just thinkin'
how we don't have a song
and he says:

Our song is the slammin' screen door
sneakin' out late tappin' on your window
when we're on the phone
and you talk real slow
cause it's late and your mama don't know
Our song is the way you laugh,
the first date, man, I didn't kiss her and I should have
and when I got home
Before I said amen
askin' God if He could play it again

I was walkin' up the front porch steps
after everything that day
had gone all wrong
had been trampled on
and lost and thrown away
got to the hallway
well on my way
to my lovin' bed
I almost didn't notice all the roses and the note that said:

Our song is the slammin' screen door
sneakin' out late tappin' on your window
when we're on the phone
and you talk real slow
cause it's late and your mama don't know
Our song is the way you laugh,
the first date, man, I didn't kiss her and I should have
and when I got home
Before I said amen
askin' God if He could play it again

I've heard every album, listen to the radio,
waitin' for something to come along
that was as good as our song

(slower)
'Cause our song is the slammin' screen door
sneakin' out late tappin' on his window
when we're on the phone
and he talks real slow
cause it's late and his mama don't know
Our song is the way he laughs,
the first date, man, I didn't kiss him and I should have
and when I got home
Before I said amen
askin' God if He could play it again

play it again

I was riding shotgun
with my hair undone
in the front seat of his car

I grabbed a pen and an old napkin
and I wrote down our song",36,135,"2007-10-13"
"4695",23948,"Gives You Hell","The All-American Rejects","I wake up every evening, with a big smile on my face
And it never feels out of place

And your still probably working at a 9 to 5 pace
I wonder how bad that tastes

When you see my face 
Hope it gives you hell
Hope it gives you hell
When you walk my way 
Hope it gives you hell
Hope it gives you hell

Now where's your picket fence love
And where's that shiny car, 
And did it ever get you far

You've never seem so tense love
I've never seen you fall so hard, 
Do you even know where you are

And truth be told I miss you
And truth be told I'm lying

When you see my face 
Hope it gives you hell
Hope it gives you hell
When you walk my way 
Hope it gives you hell
Hope it gives you hell
If you find a man that's worth a damn and treats you well
Then he's a fool, your just as well, hope it gives you hell

Hope it gives you hell

Tomorrow you'll be thinking to yourself
Yeah, Where'd it all go wrong, the list goes on and on

And truth be told I miss you
And truth be told I'm lying

When you see my face 
Hope it gives you hell
Hope it gives you hell
When you walk my way 
Hope it gives you hell
Hope it gives you hell
If you find a man that's worth a damn and treats you well
Then he's a fool, your just as well, hope it gives you hell

Now you'll never see, what you've done to me
You can take back your memories they're no good to me
And here's all your lies, 
You can look me in my eyes
With that sad sad look that you wear so well

When you see my face 
Hope it gives you hell
Hope it gives you hell
When you walk my way 
Hope it gives you hell
Hope it gives you hell
If you find a man that's worth a damn and treats you well
Then he's a fool, your just as well, hope it gives you hell

When you see my face 
Hope it gives you hell
Hope it gives you hell
When you walk my way 
Hope it gives you hell
Hope it gives you hell
When you hear this song and sing along, oh you'll never tell
Then you're the fool, I'm just as well
Hope it gives you hell
When you hear this song I hope that it will give you hell
You can sing along I hope that it will treat you well",36,124,"2008-11-29"
"5157",24629,"Animal","Neon Trees","Here we go again
I kinda wanna be more than friends
So take it easy on me I'm afraid you're never satisfied
Here we go again
We're sick like animals we play pretend
You're just a cannibal and I'm afraid I wont get out alive
No I won't sleep tonight.

CHORUS
Oh, oh I want some more Oh, oh What are you waitin' for?
Take a bite of my heart tonight.
Oh oh I want some more Oh oh What are we waitin' for?
What are we waitin' for?
Say goodbye to my heart tonight.

Here we are again
I feel the chemicals kickin' in
It's gettin heavier and I wanna run and hide,
I wanna run and hide
I do it every time you're killin' me now
And I won't be denied by you the animal inside of you

Oh, oh I want some more Oh, oh What are you waitin' for?
Take a bite of my heart tonight.
Oh oh I want some more Oh oh What are we waitin' for?
What are we waitin' for?
Say goodbye to my heart tonight.

Hush hush the world is quiet
Hush hush we both can't fight it
It's us that made this mess why can't you understand?
Woah I won't sleep tonight, I wont sleep tonight
Here we go again... Here we go again... Here we go again...

Oh, oh I want some more oh oh What are you waitin' for?
Take a bite of my heart tonight.
Oh oh I want some more oh oh What are we waitin' for?
What are we waitin' for? What are we waitin' ...?
Here we go again... oh oh Here we go again...oh oh
Here we go again... oh oh
Say goodbye to my heart tonight...
Oh oh I want some more oh oh What are we waitin' for?
What are we waitin' for?
Say goodbye to my heart tonight


@maneedsyou",36,92,"2010-06-19"
"5245",24772,"Grenade","Bruno Mars","Easy come, easy go
That's just how you live
Oh take, take, take it all but you never give
Should've known you was trouble from the first kiss
Had your eyes wide open
Why were they open

Gave you all I had and you tossed it in the trash
You tossed it in the trash, you did
To give me all your love is all I ever ask
Cause what you don't understand is

I'd catch a grenade for ya (yeah yeah)
Throw my hand on a blade for ya (yeah yeah)
I'd jump in front of a train for ya (yeah yeah)
You know I'd do anything for ya (yeah yeah)
Oh whoa oh
I would go through all this pain
Take a bullet straight through my brain
Yes I would die for you baby
But you won't do the same
No no no no

Black, black, black and blue
Beat me till I'm numb
Tell the devil I said hey 
When you get back to where you're from
Mad woman, bad woman that's just what you are
Yeah you smile in my face then rip the breaks out my car

Gave you all I had and you tossed it in the trash
You tossed it in the trash, yes you did
To give me all your love is all I ever ask
Cause what you don't understand is

I'd catch a grenade for ya (yeah yeah)
Throw my hand on a blade for ya (yeah yeah)
I'd jump in front of a train for ya (yeah yeah)
You know I'd do anything for ya (yeah yeah)
Oh whoa oh
I would go through all this pain
Take a bullet straight through my brain
Yes I would die for you baby
But you won't do the same

If my body was on fire
Ooh you'd watch me burn down in flames
You said you love me, you're a liar
Cause you never ever, ever did baby

But darling I'd still catch a grenade for ya (yeah yeah)
Throw my hand on a blade for ya (yeah yeah)
I'd jump in front of a train for ya (yeah yeah)
You know I'd do anything for ya (yeah yeah)
Oh whoa oh
I would go through all this pain
Take a bullet straight through my brain
Yes I would die for you, baby
But you won't do the same
No you won't do the same
You wouldn't do the same
You'd never do the same
No no no no no",36,120,"2010-10-16"
"5400",24986,"Crazy Girl","Eli Young Band","Baby why you wanna cry?
You really oughta know that I
Just have to walk away sometimes
We're gonna do what lovers do
We're gonna have a fight or two
But I ain't ever changin' my mind

Crazy girl, don't you know that I love you?
And I wouldn't dream of goin' nowhere
Silly woman, come here, let me hold you
Have I told you lately?
I love you like crazy, girl

Wouldn't miss a single day
I'd probably just fade away
Without you, I'd lose my mind
Before you ever came along
I was livin' life all wrong
Smartest thing I ever did was make you all mine

Crazy girl, don't you know that I love you?
And I wouldn't dream of goin' nowhere
Silly woman, come here, let me hold you
Have I told you lately?
I love you like crazy, girl

Crazy girl

Crazy girl, don't you know that I love you?
And I wouldn't dream of goin' nowhere
Silly woman, come here, let me hold you
Have I told you lately,
I love you like

Crazy, girl, don't you know that I love you?
And I wouldn't dream of goin' nowhere
Silly woman, come here, let me hold you
Have I told you lately?
I love you like crazy, girl

Like crazy
Crazy girl
Like crazy
Crazy girl
Like crazy",36,72,"2011-03-26"
"5541",25205,"Ni**as in Paris","Jay Z  Kanye West","(Jay-Z)
So I ball so hard mothafucka wanna fine me
But first niggas gotta find me
What's 50 grand to a mothafucka like me
Can you please remind me?
(Ball so hard), this shit crazy,
Y'all don't know that don't shit faze me
The Nets could go 0 for 82 and I'd look at you like this shit gravy
(Ball so hard) this shit weird
We ain't even spose to be here,
(Ball so hard) Since we here
It's only right that we'd be fair
Psycho, I'm liable to be go Michael
Take your pick, Jackson, Tyson, Jordan, Game 6
(Ball so hard) got a broken clock,
Rolleys that don't tick tok
Audemars that's losing time, hidden behind all these big rocks
(Ball so hard) I'm shocked too, I'm supposed to be locked up too
If you escaped what I've escaped
You'd be in Paris getting fucked up too
(Ball so hard) let's get faded,
Le Meurice for like 6 days
Gold bottles, scold models,
Spillin' Ace on my sick J's
(Ball so hard) Bitch behave, Just might let you meet 'Ye,
Chi towns D. Rose, I'm movin' the Nets to BK

Ball so hard mothafuckas wanna fine me
(That shit cray, that shit cray, that shit cray)
Ball so hard mothafuckas wanna fine me
(That shit cray, that shit cray, that shit cray)

(Kanye West)
She said 'Ye can we get married at the mall?'
I said look you need to crawl 'fore you ball
Come and meet me in the bathroom stall
And show me why you deserve to have it all
(Ball so hard) That shit cray, Ain't it Jay?
(Ball so hard) What she order, fish filet
(Ball so hard) Your whip so cold, this old thing
(Ball so hard)
Act like you'll ever be around mothafuckas like this again
Bougie girl, grab her hand
Fuck that bitch she don't wanna dance
Excuse my French but I'm in France (I'm just sayin')
Prince Williams ain't do it right if you ask me
Cause if I was him I would have married Kate & Ashley
What's Gucci my nigga?
What's Louis my killa?
What's drugs my dealer?
What's that jacket, Margiela?
Doctors say I'm the illest,
Cause I'm suffering from realness
Got my niggas in Paris
And they going gorillas, huh!

(Jay-Z)
Ball so hard mothafuckas wanna fine me
Ball so hard mothafuckas wanna fine me

(Kanye West)
You are now watching the throne
Don't let me get in my zone
Don't let me get in my zone
Don't let me get in my zone
These other niggas is lyin
Actin' like the summer ain't mine

(Jay-Z)
I got that hot bitch in my home

(Kanye West)
You know how many hot bitches I own
Don't let me get in my zone
Don't let me get in my zone
Don't let me get in my zone
Don't let me get in my zone
The stars is in the building
They hands is to the ceiling
I know I'm bout to kill it
How you know, I got that feeling
You are now watching the throne
Don't let me into my zone
Don't let me into my zone

(Jay-Z & Kanye West)
I'm definitely in my zone",36,226,"2011-08-27"
"5632",25393,"Drive By","Train","On the other side of a street I knew
Stood a girl that looked like you
I guess that's d<U+00E9>j<U+00E0> vu
But I thought this can't be true, cause
You moved to West L.A or
New York or Santa Fe or 
Wherever to get away from me

Oh, but that one night
Was more than just right
I didn't leave you
'Cause I was all through
Oh I was overwhelmed 
And frankly scared as hell
Because I really fell for you

Oh I swear to ya
I'll be there for ya
This is not a drive by-y-y-y
Just a shy guy,
Looking for
A 2-ply hefty bag to hold my love
When you move me
Everything is groovy
They don't like it sue me
Mmm the way you do me
Oh I swear to ya
I'll be there for ya
This is not a drive by-y-y-y

On the other side to a downward spiral
My love for you went viral
And I loved you every mile you drove away
But now here you are again so
Let's skip the ""how you've been"" and
Get down to the ""more than friends"" at last

Oh but that one night 
Was still the highlight
I didn't need you until I came to
And I was overwhelmed 
And frankly scared as hell
Because I really fell for you

Oh I swear to ya
I'll be there for ya
This is not a drive by-y-y-y
Just a shy guy,
Looking for
A 2-ply hefty bag to hold my love
When you move me
Everything is groovy
They don't like it sue me
Mmm the way you do me
Oh I swear to ya
I'll be there for ya
This is not a drive by-y-y-y

Please believe that when I leave
There's nothing up my sleeve but love for you
And a little time to get my head together too

On the other side of a street I knew
Stood a girl that looked like you
I guess that's d<U+00E9>j<U+00E0> vu
But I thought this can't be true, cause

Oh I swear to ya
I'll be there for ya
This is not a drive by-y-y-y
Just a shy guy,
Looking for
A 2-ply hefty bag to hold my love
When you move me
Everything is groovy
They don't like it sue me
Mmm the way you do me
Oh I swear to ya
I'll be there for ya
This is not a drive by-y-y-y",36,128,"2012-01-28"
"5792",25669,"Locked Out Of Heaven","Bruno Mars","One, two
One, two, three

Oh yeah yeah
Oh yeah yeah yeah yeah
(Ooh!)
Oh yeah yeah
Oh yeah yeah yeah yeah
(Ooh!)

Never had much faith in love or miracles
(Ooh!)
Never wanna put my heart on the line
(Ooh!)
But swimming in your world is something spiritual
(Ooh!)
I'm born again every time you spend the night
(Ooh!)

Cause your sex takes me to paradise
Yeah your sex takes me to paradise
And it shows
Yeah yeah yeah

Cause you make me feel like
I've been locked out of heaven
For too long
For too long
Yeah you make me feel like
I've been locked out of heaven
For too long
For too long

Oh yeah yeah yeah yeah
(Ooh!)
Oh yeah yeah
Oh yeah yeah yeah yeah
(Ooh!)

You bring me to my knees
You make me testify
(Ooh!)
You can make a sinner change his ways
(Ooh!)
Open up your gates cause I can't wait to see the light
(Ooh!)
And right there is where I wanna stay
(Ooh!)

Cause your sex takes me to paradise
Yeah your sex takes me to paradise
And it shows
Yeah yeah yeah

Cause you make me feel like
I've been locked out of heaven
For too long
For too long
Yeah you make me feel like
I've been locked out of heaven
For too long
For too long

Oh oh oh oh
Yeah yeah yeah
Can I just stay here?
Spend the rest of my days here
Oh oh oh oh
Yeah yeah yeah
Can I just stay here?
Spend the rest of my days here

Cause you make me feel like
I've been locked out of heaven
For too long
For too long
Yeah you make me feel like
I've been locked out of heaven
For too long
For too long

Oh yeah yeah yeah yeah
(Ooh!)
Oh yeah yeah
Oh yeah yeah yeah yeah
(Ooh!)",36,82,"2012-10-20"
"5795",25677,"I Knew You Were Trouble.","Taylor Swift","Once upon a time, a few mistakes ago
I was in your sights, you got me alone
You found me, you found me, you found me
I guess you didn't care and I guess I liked that
And when I fell hard you took a step back
Without me, without me, without me

And he's long gone when he's next to me
And I realize the blame is on me

Cause I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
'Til you put me down

Oh, I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
Now I'm lying on the cold hard ground

Oh, oh, trouble, trouble, trouble
Oh, oh, trouble, trouble, trouble

No apologies, he'll never see you cry
Pretends he doesn't know that he's the reason why
You're drowning, you're drowning, you're drowning

And I heard you moved on from whispers on the street
A new notch in your belt is all I'll ever be
And now I see, now I see, now I see

He was long gone when he met me
And I realize the joke is on me

I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
'Til you put me down

I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
Now I'm lying on the cold hard ground

Oh, oh, trouble, trouble, trouble
Oh, oh, trouble trouble trouble

And the saddest fear comes creepin' in
That you never loved me or her or anyone,
 or anything, yeah

I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
'Til you put me down

Oh, I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
Now I'm lying on the cold hard ground

Oh, oh, trouble, trouble, trouble
Oh, oh, trouble, trouble, trouble

I knew you were trouble when you walked in
Trouble, trouble, trouble
I knew you were trouble when you walked in
Trouble, trouble, trouble",36,98,"2012-10-27"
"5942",25960,"Burn","Ellie Goulding","We, we don't have to worry about nothing
'Cause we got the fire
And we're burning one hell of a something
They, they gonna see us from outer space, outer space
Light it up
Like we're the stars of the human race
Human race

When the lights turned down
They don't know what they heard
Strike the match, play it loud
Giving love to the world
We'll be raising our hands, shining up to the sky
'Cause we got the fire, fire, fire
Yeah we got the fire, fire, fire

And we gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn
Gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn

We don't wanna leave
No, we just wanna be right now
And what we see
Is everybody's on the floor acting crazy
Getting lurker to the lights out
Music's on, I'm waking up, we stop the vibe
And we bump it up
And it's over now, we got the love
There's no secret now, no secret now

When the lights turned down
They don't know what they heard
Strike the match, play it loud
Giving love to the world
We'll be raising our hands, shining up to the sky
'Cause we got the fire, fire, fire
Yeah we got the fire, fire, fire

And we gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn
Gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn

When the lights turned down
They don't know what they heard
Strike the match, play it loud
Giving love to the world

We gonna let it burn, burn, burn, burn
Burn, burn, burn, burn
Burn, burn, burn, burn

We can light it up, up, up
So they can't put it out, out, out
We can light it up, up, up
So they can't put it out, out, out
We can light it up, up, up
So they can't put it out, out, out
We can light it up, up, up
So they can't put it out, out, out

When the lights turned down
They don't know what they heard
Strike the match, play it loud
Giving love to the world
We'll be raising our hands, shining up to the sky
'Cause we got the fire, fire, fire
Yeah we got the fire, fire, fire

And we gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn
Gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn

When the lights turned down
They don't know what they heard
Strike the match, play it loud
Giving love to the world
We'll be raising our hands, shining up to the sky
'Cause we got the fire, fire, fire
Yeah we got the fire, fire, fire

And we gonna let it burn",36,86,"2013-08-10"
"900",18415,"Don t Walk Away","Jade","I got all this love, waiting just for you
I just gotta know, that your love is true
Can't keep runnning boy, in and out of my life
Wanna be your girl, not coz the mood is right...

BRIDGE
If i let you come inside
tomorrow will you hide?
will you be there for me
when i need someone to hold?
baby dont misunderstand
i do want you for my man
i just need a little time
before i address my love...

CHORUS
Dont walk away boy
my love wont hurt you
dont walk away boy
i'll be right there for you...

You say all the things that i like to hear
you push all my buttons baby, love to have you close to me
wanna feel your love, wanna be for sure
that its me you need baby, each and every night...

BRIDGE

CHORUS

Baby dont misunderstand
i do want you for my man i just need a little time before i heal my love

CHORUS

(extended drums)

This is what it sounds like
Dont walk away boy

Dont walk away boy
i'll be right there for you

(drums)

Dont walk away...
Dont walk away boy
my love wont hurt you (wont hurt you)
dont walk away boy
i'll be right there for you (i'll be right there, oh yes)",35,87,"1992-12-19"
"1099",18693,"Breathe Again","Toni Braxton","(Chorus)

If I never feel you in my arms again,
If I never feel your tender kiss again,
If I never hear I love you now and then,
Will I never make love to you once again?
Please understand... If love ends,
Then I promise you, I promise you that
That I shall never breathe again,
Breathe again, breathe again,
That I shall never breathe again

And I can't stop thinking about
About the way things used to be,
And I can't stop thinking about,
About the love that you made to me,
And I can't get you out of my head,
How in the world will I begin
To let you walk right out my life
And blow my heart away?
And I can't stop caring about
About the apple of my eye
And I can't stop doing without
Without the center of my life
And I can't get you out of my head
And I know I can't pretend,
That I won't die if you decide
You won't see me again

(chorus)

And I can't stop thinking about
About the way my life would be,
No, I can't stop thinking about,
How could you love me then leave?
And I can't get you out of my mind,
God knows how hard I've tried,
And if you walk right out my life
God knows I'd surely die
And I can't stop doing without
Without the wailing of my heart
No I can't stop doing without
For I would surely fall apart
And I can't get you out of my mind
And I know I can't deny it
And I would die if you decide
You won't see me again...

(chorus)",35,84,"1993-10-16"
"1378",19113,"In The House Of Stone And Light","Martin Page","O Mount Kailas
Uncover me
Come my restoration
Wash my body clean

I've been walking
Along a crooked path
Where the walls have fallen
And broken me in half

CHORUS
I'm telling you
I will not rest till I lay down my head
I'm gonna go
In the house of stone and light

I shall not cry for the blindman I leave behind
When I go
In the house of stone and light
In the house of stone and light

Holy lady
Show me my soul
Tell me of the place
Where I must surely go

Old man waiting
At the gates for me
Give me the wisdom
Give me the key

I'm telling you
I will not rest till I lay down my head
In the house of stone and light
I make my way
O gonna be such a beautiful day
In the house of stone and light
In the house of stone and light

Let me in beneath my skin
In the house of stone and light

It's been too long
My spirit's been at war
Havasupai Shaman
Let me be reborn

And I will embrace the sun upon my face
Come the day I awake the child inside
In the house of stone and light
And when I go I will op - open my eyes
In the house of stone and light

I will see you
In the house of stone and light
I'm looking in beneath my skin
In The House Of Stone And Light

I'm going inside
Stone and light
Looking for a child

In the house of stone and light...

I must go there to find my soul, yeah...",35,103,"1994-12-17"
"1436",19202,"Let Her Cry","Hootie & The Blowfish","She sits alone by a lampost
Trying to find a thought that's escaped her mind
She says ""Dad's the one I love the most
But Stipe's not far behind""

She never lets me in
Only tells me where she's been
When she's had too much to drink
I said that I don't care
I just run my hands through her dark hair
Then I pray to God, you gotta help me fly away
And just

Let her cry, if the tears fall down like rain
Let her sing, if it eases all her pain
Let her go, let her walk right out on me
And if the sun comes up tomorrow, let her be
Let her be

This morning I woke up alone
Found a note standin' by the phone
Saying ""baby, maybe I'll be back someday""
I wanted to look for you
You walked in; I didn't know just what I should do
So I sat back down and had a beer
And felt sorry for myself, sayin'

Let her cry, if the tears fall down like rain
Let her sing, if it eases all her pain
Let her go, let her walk right out on me
And if the sun comes up tomorrow, let her be
Let her be

Let her cry, if the tears fall down like rain
Let her sing, if it eases all her pain
Let her go, let her walk right out on me
And if the sun comes up tomorrow, let her be
Ahh...

Last night, I tried to leave
Cried so much, I could not believe
She was the same girl I fell in love with long ago
She went in the back to get high
I sat down on my couch and cried, yellin'
""Oh mama, please help me!
Won't you hold my hand and...?""

Let her cry, if the tears fall down like rain
Let her sing, if it eases all her pain
Let her go, let her walk right out on me
And if the sun comes up tomorrow, let her be
Let her cry, if the tears fall down like rain
Let her sing, if it eases all her pain
Let her go, let her walk right out on me
And if the sun comes up tomorrow, let her be
Oh, let her be",35,138,"1995-03-11"
"2253",20450,"Because Of You","98 Degrees","It?s all...it?s all...it?s all...
You?re my sunshine after the rain
You?re the cure against my fear and my pain
Cuz I?m losing my mind when you?re not around
It?s all...it?s all...
It?s all because of you

You?re my sunshine
Oh yeah...

Baby I really know by now
Since we met that day
You showed me the way
I felt it then you gave me love
I can?t describe
How much I feel for you

I said baby I should have known by now
Should have been right there
Whenever you gave me love
And if only you were here
I?ll tell you, yes I?ll tell you
Oh yeah...

CHORUS:
You?re my sunshine after the rain
You?re the cure against my fear and my pain
Cuz I?m losing my mind when you?re not around
It?s all...it?s all...
It?s all because of you

Honestly, could it be you and me
Like it was before
Neither less or more
Cuz when I close my eyes
At night I realize that no one else
Could ever take your place

I still can feel and it?s so real
When you?re touching me kisses endlessly
It?s just a place in the sun
Where our love?s begun
I miss you...yes I miss you, oh baby

Chorus

If I knew how to tell you
What?s on my mind (on my mind)
(Make you understand...)
Then I?d always be there
Right by your side

Chorus
Chorus
Chorus
Chorus

You're my sunshine after the...
after the rain......after the rain
Cuz I'm losing my mind when you're not around
It's all...It's all...
It's all because of you",35,116,"1998-10-03"
"2302",20531,"Slide","Goo Goo Dolls","Could you whisper in my ear
The things you wanna feel
I'd give ya anythin'
To feel it comin'

Do you wake up on your own?
And wonder where you are
You live with all your faults

I wanna wake up where you are
I won't say anything at all
So why don't you slide
Yeah I'm gonna let it slide

Don't you love the life you killed
The priest is on the phone
Your father hit the wall
Your ma disowned you

Don't suppose I'll ever know
What it means to be a man
Somethin' I can't change
I'll live around it

I wanna wake up where you are
I won't say anything at all
So why don't you slide
Mmm mmm slide

And I'll do anythin' you ever dreamed to be complete
Little pieces of the nothin' that fall
Oh May
Put your arms around me
What you feel is what you are
And what you are is beautiful
Oh May
Do you wanna get married, or run away?

And I'll do anythin' you ever dreamed to be complete
Little pieces of the nothin' that fall
Oh May
Put your arms around me
What you feel is what you are
And what you are is beautiful
Oh May
Do you wanna get married, or run away?

I wanna wake up where you are
I won't say anything at all

(yeah slide)
And I'll do anythin' you ever dreamed to be complete 
(yeah slide)
Little pieces of the nothin' that fall
(yeah slide)
And I'll do anythin' you ever dreamed to be complete 
(yeah slide)
Little pieces of the nothin' that fall
(Oh Oh Oh slide)

Yeah, slide between the sheet of all the beds you never knew
(Yeah slide)
Why don't you slide into my room
Just slide into my room
Oh, we'll run away, run away, run away...",35,97,"1998-12-05"
